# Expected energy spectrum of the background sources
# candidate interactions in the detectors of Experimental Hall 1 (EH1) 
# 
# The three data taking periods are provided separately.
#
# Emin:        Lower bin edge in prompt reconstructed energy [MeV]
# Emax:        Upper bin edge in prompt reconstructed energy [MeV]
# Ec:          Center of bin in prompt reconstructed energy [MeV]
# Nbkg:        Estimated background in the given energy bin
# Nacc:        Estimated number of accidental events in the given energy bin
# Nalphan:     Estimated number of Alpha-N events in the given energy bin
# Namc:        Estimated number of AmC events in the given energy bin
# Nlihe:       Estimated number of 8Li/9He events in the given energy bin
# Nfastn:      Estimated number of fast neutron events in the given energy bin

# Estimated number = Background rate in the given bin * DAQ time * muon veto efficiency * multiplicity cut efficiency

# Six-ADs period:
# Emin	Emax	Ec	Nbkg	Nacc	Nalphan	Namc	Nlihe	Nfastn
5.30	5.55	5.42	16.92	0.03	0.16	0.01	13.93	2.79	
5.55	5.80	5.67	16.87	0.03	0.24	0.01	13.80	2.81	
5.80	6.05	5.92	16.64	0.03	0.37	0.01	13.42	2.82	
6.05	6.30	6.17	16.38	0.02	0.52	0.00	12.99	2.84	
6.30	6.55	6.42	15.96	0.02	0.61	0.00	12.48	2.85	
6.55	6.80	6.67	15.65	0.02	0.55	0.00	12.22	2.86	
6.80	7.05	6.92	14.74	0.02	0.38	0.00	11.46	2.88	
7.05	7.30	7.17	14.16	0.02	0.29	0.00	10.96	2.89	
7.30	12.00	9.65	137.69	0.38	0.46	0.00	80.35	56.50

